2023,49,9.46,9.27,14.71,0.15,1.06,8.16,9.18
2023,50,9.75,8.4,16.44,0,1.06,2.09,9.46
2023,51,6,6.98,10.87,0,0.96,0,6.43
2023,52,7.29,6.21,10.88,0,0.95,0,6.73
2023,53,7.87,10.45,12.81,0,0.89,0,8.35
2023,54,8.4,11.75,23.27,0,0.89,0,11.33
2023,55,19.83,16.08,34.37,0,7.48,2.26,19.62
2023,56,19.34,16.04,34.32,0,6.5,3.58,19.36
2023,57,10.65,11.07,18.45,0,3.43,0,11.04
2023,58,12.28,10.32,23.88,0,2.66,0,12.7
2023,59,11.78,11.38,25.52,0,3.45,0,13.21
2023,60,11.24,11.32,24.28,0,4.13,0,12.75
2023,61,9.23,10.7,23.03,0,4.13,0,11.58
2023,62,15.44,14.63,24.94,0,4.6,0,15.22
2023,63,14.2,11.79,21.1,0,6.48,0,13.35
2023,64,14.01,12.15,20.14,0,5.03,0,13.03
2023,65,8.78,9.55,15.12,0,3.22,0,9.2
2023,66,8.71,9.24,14.28,0,2.87,0,8.88
2023,67,8.58,8.89,12.15,0,2.67,0,8.23
2023,68,7.14,9.03,12.35,0,2.36,0,7.76
2023,69,8.21,9.98,14,0,2.35,0,8.76
2023,70,5.69,6.28,9.65,0,2.19,0,5.96
2023,71,5.56,5.89,9.58,0,5.77,0,6.07
2023,72,5.51,5.69,14.49,0,2.6,0,6.94
2023,73,10.17,8.83,14.61,0,2.59,0,9.38
2023,74,7.68,7.69,17.23,0,1.86,0,8.78
2023,75,5.8,6.27,12.84,0,1.71,0,6.72
2023,76,5.43,6.21,10.75,0,1.74,0,6.08
2023,77,6.9,6.89,10.03,0,1.98,0,6.61
2023,78,7.36,7.11,13.12,0,1.73,3.83,7.56
2023,79,5.98,5.91,9.26,0,0.93,3.2,5.8
2023,80,5.24,7.29,8.65,0,1,0,5.69
2023,81,4.29,5.12,9.02,0,0.8,0,4.93
2023,82,4.72,5.62,8.44,0,0.7,0,5.05
2023,83,7.53,6.8,8.79,0,0.7,0,6.43
2023,84,5.87,4.51,8.43,0,0.63,0,5.22
2023,85,4.44,4.4,7.42,0,0.63,0,4.43
2023,86,5,4.76,7.69,0,0.53,0,4.77
2023,87,3.79,4.76,7.66,0,0.21,0,4.3
2023,88,3.14,3.58,7.24,0,0.21,0,3.69
2023,89,3.09,2.96,6.46,0,0.05,0,3.34
2023,90,3.02,2.76,6.42,0,0.05,0,3.26
2023,91,2.62,2.99,6.23,0,0.05,0,3.12
2023,92,2.83,1.77,6.65,0,0,0,3.02
2023,93,3.08,1.36,6.11,0,0,0,2.89
2023,94,3.25,1.43,5.98,0,0,0,2.94
2023,95,2.73,1.51,6.16,0,0,0,2.81
2023,96,2.64,0.36,6,0,0,0,2.48
2023,97,3.47,0.26,5.07,0,0,0,2.54
2023,98,5.39,0.26,4.65,0,0,0,3.14
2023,99,2.41,0.38,4.57,0,0,0,2.06
2023,100,2.63,0.22,4.65,0,0,0,2.12
2023,101,2.34,0.1,4.62,0,0,0,1.98
2023,102,2.11,0.08,4.47,0,0,0,1.85
2023,103,2.04,0.07,4.35,0,0,0,1.8
